| e23-prod-rtt12-uncap-r1 | prod | 12 | uncap | 501.80 | 3.6376 | 3.3999 | 1.1646 | 67108864 | 87519 | 0 | 54.2043 | 525.4 |
| e23-raw64-rtt12-uncap-r1 | raw | 12 | uncap | 466.16 | 3.4875 | 3.0281 | 1.0770 | 67108864 | 87173 | 0 | 51.9672 | 492.0 |
| e23-prod-rtt12-uncap-r2 | prod | 12 | uncap | 489.22 | 3.4905 | 3.1807 | 1.1669 | 67108864 | 86898 | 0 | 52.0130 | 539.0 |
| e23-raw64-rtt12-uncap-r2 | raw | 12 | uncap | 462.46 | 3.4947 | 3.0103 | 1.0641 | 67108864 | 86051 | 0 | 52.0752 | 490.8 |
| e23-prod-rtt12-uncap-r3 | prod | 12 | uncap | 499.83 | 3.7349 | 3.4772 | 1.2039 | 67108864 | 88757 | 0 | 55.6539 | 534.0 |
| e23-raw64-rtt12-uncap-r3 | raw | 12 | uncap | 401.46 | 3.6189 | 2.7062 | 1.0281 | 67108864 | 89083 | 0 | 53.9264 | 471.8 |
| e23-rawchunk16KiB-rtt12-cap10MB-r1 | raw | 12 | 10MB | 74.57 | 3.4694 | 0.4819 | 0.2620 | 67108864 | 86063 | 0 | 51.6975 | 84.0 |
| e23-rawchunk64KiB-rtt12-cap10MB-r1 | raw | 12 | 10MB | 74.88 | 3.7939 | 0.5291 | 0.2773 | 67108864 | 86063 | 0 | 56.5336 | 82.8 |
| e23-rawchunk256KiB-rtt12-cap10MB-r1 | raw | 12 | 10MB | 75.16 | 3.6651 | 0.5131 | 0.2684 | 67108864 | 86066 | 0 | 54.6142 | 84.0 |
| e23-rawchunk16KiB-rtt12-cap10MB-r2 | raw | 12 | 10MB | 53.60 | 3.4446 | 0.3439 | 0.1424 | 67108864 | 86818 | 0 | 51.3293 | 76.2 |
| e23-rawchunk64KiB-rtt12-cap10MB-r2 | raw | 12 | 10MB | 74.86 | 3.7428 | 0.5219 | 0.2803 | 67108864 | 86063 | 0 | 55.7713 | 82.6 |
| e23-rawchunk256KiB-rtt12-cap10MB-r2 | raw | 12 | 10MB | 75.16 | 3.8345 | 0.5368 | 0.2857 | 67108864 | 86063 | 0 | 57.1386 | 88.2 |
| e23-rawchunk16KiB-rtt12-cap10MB-r3 | raw | 12 | 10MB | 74.60 | 4.0984 | 0.5695 | 0.2927 | 67108864 | 86063 | 0 | 61.0707 | 85.8 |
| e23-rawchunk64KiB-rtt12-cap10MB-r3 | raw | 12 | 10MB | 74.88 | 3.9212 | 0.5469 | 0.2957 | 67108864 | 86066 | 0 | 58.4298 | 83.8 |
| e23-rawchunk256KiB-rtt12-cap10MB-r3 | raw | 12 | 10MB | 75.16 | 3.7911 | 0.5307 | 0.2823 | 67108864 | 86063 | 0 | 56.4915 | 79.8 |
| e23-rawchunk16KiB-rtt71-cap10MB-r1 | raw | 71 | 10MB | 10.52 | 4.5090 | 0.0884 | 0.0366 | 67108864 | 86876 | 0 | 67.1900 | 20.6 |
| e23-rawchunk64KiB-rtt71-cap10MB-r1 | raw | 71 | 10MB | 19.89 | 3.9034 | 0.1446 | 0.0703 | 67108864 | 88996 | 0 | 58.1653 | 101.4 |
| e23-rawchunk256KiB-rtt71-cap10MB-r1 | raw | 71 | 10MB | 10.74 | 4.3553 | 0.0871 | 0.0374 | 67108864 | 86870 | 0 | 64.8995 | 21.0 |
| e23-rawchunk16KiB-rtt71-cap10MB-r2 | raw | 71 | 10MB | 9.57 | 4.5569 | 0.0812 | 0.0354 | 67108864 | 87125 | 0 | 67.9030 | 21.6 |
| e23-rawchunk64KiB-rtt71-cap10MB-r2 | raw | 71 | 10MB | 37.39 | 3.6249 | 0.2525 | 0.1397 | 67108864 | 89245 | 0 | 54.0154 | 111.0 |
| e23-rawchunk256KiB-rtt71-cap10MB-r2 | raw | 71 | 10MB | 26.81 | 3.8349 | 0.1915 | 0.0990 | 67108864 | 91198 | 0 | 57.1440 | 134.2 |
| e23-rawchunk16KiB-rtt12-uncap-r1 | raw | 12 | uncap | 424.27 | 3.5173 | 2.7796 | 1.0809 | 67108864 | 89468 | 0 | 52.4119 | 495.2 |
| e23-rawchunk64KiB-rtt12-uncap-r1 | raw | 12 | uncap | 461.39 | 3.5449 | 3.0465 | 1.0578 | 67108864 | 88278 | 0 | 52.8231 | 481.4 |
| e23-rawchunk256KiB-rtt12-uncap-r1 | raw | 12 | uncap | 471.02 | 3.4847 | 3.0573 | 1.0628 | 67108864 | 88092 | 0 | 51.9267 | 477.8 |
| e23-rawchunk16KiB-rtt12-uncap-r2 | raw | 12 | uncap | 433.38 | 3.4506 | 2.7854 | 1.1587 | 67108864 | 87918 | 0 | 51.4178 | 465.4 |
| e23-rawchunk64KiB-rtt12-uncap-r2 | raw | 12 | uncap | 442.78 | 3.4105 | 2.8128 | 1.0676 | 67108864 | 86957 | 0 | 50.8199 | 493.8 |
| e23-rawchunk256KiB-rtt12-uncap-r2 | raw | 12 | uncap | 481.63 | 3.4602 | 3.1042 | 1.0262 | 67108864 | 86053 | 0 | 51.5614 | 490.4 |
| e23-prodchunk16KiB-rtt12-cap10MB | prod | 12 | 10MB | 74.93 | 3.4701 | 0.4843 | 0.2661 | 67108864 | 86069 | 0 | 51.7092 | 82.6 |
| e23-prodchunk256KiB-rtt12-cap10MB | prod | 12 | 10MB | 74.81 | 3.3214 | 0.4628 | 0.2569 | 67108864 | 86263 | 0 | 49.4930 | 85.8 |
| e23-deep-prod-rtt12-cap10MB-r1 | prod | 12 | 10MB | 74.37 | 7.1655 | 0.4963 | 0.2818 | 134217728 | 172097 | 0 | 53.3868 | 81.8 |
| e23-deep-raw64-rtt12-cap10MB-r1 | raw | 12 | 10MB | 74.36 | 6.7974 | 0.4708 | 0.2776 | 134217728 | 172091 | 0 | 50.6448 | 83.8 |
| e23-deep-prod-rtt12-cap10MB-r2 | prod | 12 | 10MB | 74.32 | 7.2111 | 0.4991 | 0.2878 | 134217728 | 172326 | 0 | 53.7266 | 83.6 |
| e23-deep-raw64-rtt12-cap10MB-r2 | raw | 12 | 10MB | 74.35 | 6.7769 | 0.4693 | 0.2831 | 134217728 | 172091 | 0 | 50.4919 | 84.8 |
| e23-deep-prod-rtt12-cap10MB-r3 | prod | 12 | 10MB | 74.34 | 7.0586 | 0.4887 | 0.2899 | 134217728 | 172097 | 0 | 52.5908 | 84.6 |
| e23-deep-raw64-rtt12-cap10MB-r3 | raw | 12 | 10MB | 74.36 | 6.6917 | 0.4634 | 0.2707 | 134217728 | 172091 | 0 | 49.8567 | 82.8 |
| e23-mid-prod-rtt12-cap30MB-r1 | prod | 12 | 30MB | 72.30 | 2.9376 | 0.3956 | 0.1669 | 67108864 | 87067 | 0 | 43.7737 | 163.6 |
| e23-mid-raw64-rtt12-cap30MB-r1 | raw | 12 | 30MB | 228.14 | 2.9845 | 1.2682 | 0.6904 | 67108864 | 86058 | 0 | 44.4719 | 258.8 |
| e23-mid-prod-rtt12-cap30MB-r2 | prod | 12 | 30MB | 228.44 | 3.1398 | 1.3360 | 0.7038 | 67108864 | 86562 | 0 | 46.7870 | 264.0 |
| e23-mid-raw64-rtt12-cap30MB-r2 | raw | 12 | 30MB | 67.95 | 2.9556 | 0.3741 | 0.1529 | 67108864 | 86781 | 0 | 44.0414 | 93.2 |
| e23-mid-prod-rtt12-cap30MB-r3 | prod | 12 | 30MB | 229.05 | 3.2214 | 1.3744 | 0.7157 | 67108864 | 86063 | 0 | 48.0028 | 249.4 |
| e23-mid-raw64-rtt12-cap30MB-r3 | raw | 12 | 30MB | 228.15 | 3.0114 | 1.2797 | 0.6858 | 67108864 | 86055 | 0 | 44.8737 | 250.4 |
| e23-abba-raw64-rtt12-cap10MB-r1 | raw | 12 | 10MB | 74.36 | 6.7826 | 0.4697 | 0.2537 | 134217728 | 172091 | 0 | 50.5341 | 81.4 |
| e23-abba-prod-rtt12-cap10MB-r1 | prod | 12 | 10MB | 74.35 | 7.0872 | 0.4907 | 0.2708 | 134217728 | 172098 | 0 | 52.8037 | 82.6 |
| e23-abba-raw64-rtt71-cap10MB-r1 | raw | 71 | 10MB | 9.24 | 9.2370 | 0.0795 | 0.0335 | 134217728 | 173943 | 0 | 68.8212 | 29.4 |
| e23-abba-prod-rtt71-cap10MB-r1 | prod | 71 | 10MB | 10.13 | 8.7596 | 0.0826 | 0.0352 | 134217728 | 174064 | 0 | 65.2643 | 31.4 |
| e23-abba-raw64-rtt12-cap10MB-r2 | raw | 12 | 10MB | 74.23 | 6.9340 | 0.4794 | 0.2763 | 134217728 | 172370 | 0 | 51.6620 | 80.6 |
| e23-abba-prod-rtt12-cap10MB-r2 | prod | 12 | 10MB | 74.34 | 6.9712 | 0.4826 | 0.2694 | 134217728 | 172097 | 0 | 51.9398 | 84.6 |
| e23-abba-raw64-rtt71-cap10MB-r2 | raw | 71 | 10MB | 9.43 | 9.1477 | 0.0803 | 0.0338 | 134217728 | 174240 | 0 | 68.1554 | 17.6 |
| e23-abba-prod-rtt71-cap10MB-r2 | prod | 71 | 10MB | 9.51 | 8.8908 | 0.0787 | 0.0342 | 134217728 | 173967 | 0 | 66.2414 | 18.8 |
