e6-zero-rtt100-ck64KiB-r1	187.79	293.6	65536	100	0	4.3	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt100-ck256KiB-r1	91.12	104.9	262144	100	0	7.6	0	0.0	0.0	0	0	86807	1356.4	1.093	
e6-zero-rtt100-ck16KiB-r2	177.62	273.9	16384	100	0	4.2	0	0.0	0.0	0	0	85939	1342.8	1.082	
e6-zero-rtt100-ck64KiB-r2	188.16	283.1	65536	100	0	4.3	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt100-ck256KiB-r2	15.45	104.9	262144	100	0	36.4	171	17.1	0.3	0	0	88569	1383.9	1.115	
e6-zero-rtt100-ck16KiB-r3	168.09	301.5	16384	100	0	4.5	1	0.1	0.1	0	0	87771	1371.4	1.105	
e6-zero-rtt100-ck64KiB-r3	188.32	277.9	65536	100	0	4.3	0	0.0	0.0	0	0	86055	1344.6	1.083	
e6-zero-rtt100-ck256KiB-r3	15.89	62.9	262144	100	0	35.4	128	12.8	0.3	0	0	87267	1363.5	1.098	
e6-loss0.001-rtt25-ck16KiB-r1	15.90	165.2	16384	25	0.001	34.4	0	0.0	0.0	0	0	89648	1400.8	1.128	
e6-loss0.001-rtt25-ck64KiB-r1	16.72	52.4	65536	25	0.001	32.8	1	0.1	0.1	0	0	87771	1371.4	1.105	
e6-loss0.001-rtt25-ck256KiB-r1	18.33	62.9	262144	25	0.001	30.0	79	7.9	0.2	0	0	87665	1369.8	1.103	
e6-loss0.001-rtt25-ck16KiB-r2	18.41	68.2	16384	25	0.001	29.8	0	0.0	0.0	0	0	88238	1378.7	1.111	
e6-loss0.001-rtt25-ck64KiB-r2	14.71	83.9	65536	25	0.001	37.2	11	1.1	0.9	0	0	88970	1390.2	1.120	
e6-loss0.001-rtt25-ck256KiB-r2	13.69	41.9	262144	25	0.001	40.1	155	15.5	0.9	0	0	87728	1370.8	1.104	
e6-loss0.001-rtt25-ck16KiB-r3	15.21	47.2	16384	25	0.001	35.9	0	0.0	0.0	0	0	87684	1370.1	1.104	
e6-loss0.001-rtt25-ck64KiB-r3	15.28	89.1	65536	25	0.001	35.8	2	0.2	0.1	0	0	88184	1377.9	1.110	
e6-loss0.001-rtt25-ck256KiB-r3	16.04	83.9	262144	25	0.001	34.2	106	10.6	0.2	0	0	88223	1378.5	1.111	
e6-loss0.001-rtt71-ck16KiB-r1	4.93	15.7	16384	71	0.001	110.0	8	0.8	0.1	0	0	87541	1367.8	1.102	
e6-loss0.001-rtt71-ck64KiB-r1	6.33	78.6	65536	71	0.001	86.1	171	17.1	0.3	0	0	89105	1392.3	1.122	
e6-loss0.001-rtt71-ck256KiB-r1	6.05	21.0	262144	71	0.001	90.6	632	63.2	0.9	0	0	87203	1362.5	1.098	
e6-loss0.001-rtt71-ck16KiB-r2	6.21	34.1	16384	71	0.001	87.4	3	0.3	0.1	0	0	87463	1366.6	1.101	
e6-loss0.001-rtt71-ck64KiB-r2	5.75	31.5	65536	71	0.001	94.5	182	18.2	0.3	0	0	87771	1371.4	1.105	
e6-loss0.001-rtt71-ck256KiB-r2	5.81	21.0	262144	71	0.001	93.8	671	67.1	1.3	0	0	87692	1370.2	1.104	
e6-loss0.001-rtt71-ck16KiB-r3	5.40	26.2	16384	71	0.001	100.5	12	1.2	0.6	0	0	87797	1371.8	1.105	
e6-loss0.001-rtt71-ck64KiB-r3	5.91	47.2	65536	71	0.001	91.9	164	16.4	0.2	0	0	88269	1379.2	1.111	
e6-loss0.001-rtt71-ck256KiB-r3	5.44	21.0	262144	71	0.001	100.1	734	73.4	1.0	0	0	87660	1369.7	1.103	
e6-loss0.001-rtt100-ck16KiB-r1	3.79	26.2	16384	100	0.001	143.0	29	2.9	0.2	0	0	88051	1375.8	1.108	
e6-loss0.001-rtt100-ck64KiB-r1	3.98	15.7	65536	100	0.001	136.2	381	38.1	0.4	0	0	87575	1368.4	1.102	
e6-loss0.001-rtt100-ck256KiB-r1	4.12	21.0	262144	100	0.001	132.1	1051	105.1	1.4	0	0	87692	1370.2	1.104	
e6-loss0.001-rtt100-ck16KiB-r2	3.70	30.1	16384	100	0.001	146.5	43	4.3	0.2	0	0	88222	1378.5	1.111	
e6-loss0.001-rtt100-ck64KiB-r2	3.70	36.7	65536	100	0.001	146.5	521	52.1	0.4	0	0	88087	1376.4	1.109	
e6-loss0.001-rtt100-ck256KiB-r2	3.83	21.0	262144	100	0.001	141.7	1149	114.9	1.3	0	0	87943	1374.1	1.107	
e6-loss0.001-rtt100-ck16KiB-r3	4.03	99.6	16384	100	0.001	134.4	29	2.9	0.1	0	0	88807	1387.6	1.118	
e6-loss0.001-rtt100-ck64KiB-r3	3.52	10.5	65536	100	0.001	154.1	536	53.6	0.5	0	0	87608	1368.9	1.103	
e6-loss0.001-rtt100-ck256KiB-r3	4.26	41.9	262144	100	0.001	127.8	1014	101.4	1.3	0	0	88038	1375.6	1.108	
